,accelero,gyro,magneto,euler angles,quaternion,temperature
392,"(0.05, 0.16, 9.38)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
393,"(0.02, 0.16, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
394,"(1.31, 0.18, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
395,"(0.04, 0.19, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
396,"(0.02, 0.18, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
397,"(0.01, 0.18, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
398,"(0.03, 0.18, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
399,"(0.04, 0.17, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
400,"(0.03, 0.15, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
401,"(0.04, 0.18, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
402,"(0.02, 0.16, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
403,"(0.02, 0.16, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
404,"(0.06, 0.16, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
405,"(1.3, 0.18, 9.39)","(0.13962634015954636, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
406,"(0.05, 0.17, 9.4)","(0.0, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
407,"(0.04, 0.18, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
408,"(0.03, 0.16, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
409,"(0.04, 0.17, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
410,"(1.31, 0.17, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
411,"(1.32, 0.19, 9.41)","(0.13962634015954636, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
412,"(0.04, 0.16, 9.42)","(0.13962634015954636, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
413,"(0.04, 0.16, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
414,"(0.02, 0.18, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
415,"(0.04, 0.18, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
416,"(0.04, 0.18, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
417,"(0.04, 0.19, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
418,"(0.03, 0.17, 9.42)","(0.0, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
419,"(0.03, 0.16, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
420,"(0.03, 0.19, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
421,"(0.06, 0.16, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
422,"(1.31, 0.16, 9.43)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
423,"(1.33, 0.16, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
424,"(0.04, 0.18, 9.4)","(0.13962634015954636, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
425,"(0.03, 0.15, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
426,"(0.03, 0.18, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
427,"(0.03, 0.18, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
428,"(0.01, 0.16, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
429,"(0.02, 0.19, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
430,"(0.02, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
431,"(0.03, 0.15, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
432,"(0.05, 0.18, 9.43)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
433,"(0.04, 0.17, 9.43)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
434,"(0.03, 0.19, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
435,"(0.02, 0.17, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
436,"(0.04, 0.19, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
437,"(0.04, 0.16, 9.42)","(0.0, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
438,"(0.03, 0.15, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
439,"(0.05, 0.17, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
440,"(0.02, 0.18, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
441,"(0.04, 0.18, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
442,"(0.03, 0.15, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
443,"(0.02, 0.18, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
444,"(0.04, 0.19, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
445,"(0.04, 0.16, 9.38)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
446,"(0.02, 0.17, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
447,"(0.03, 0.18, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
448,"(0.03, 0.17, 9.39)","(0.13962634015954636, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
449,"(0.03, 0.18, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
450,"(0.04, 0.18, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
451,"(0.02, 0.16, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
452,"(1.29, 0.16, 9.38)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
453,"(0.04, 0.17, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
454,"(0.04, 0.18, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
455,"(0.02, 0.16, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
456,"(0.03, 0.17, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
457,"(0.03, 0.16, 9.4)","(0.13962634015954636, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
458,"(0.04, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
459,"(0.02, 0.18, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
460,"(1.31, 0.17, 9.42)","(0.13962634015954636, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
461,"(0.04, 0.15, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
462,"(0.02, 0.16, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
463,"(0.03, 0.18, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
464,"(1.33, 0.18, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
465,"(0.02, 0.18, 9.41)","(0.0, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
466,"(0.03, 0.17, 9.4)","(0.0, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
467,"(0.04, 0.17, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
468,"(0.02, 0.17, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
469,"(1.3, 0.17, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
470,"(1.3, 0.18, 9.4)","(0.13962634015954636, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
471,"(0.02, 0.17, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
472,"(0.03, 0.18, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
473,"(0.03, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
474,"(0.02, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
475,"(1.32, 0.18, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
476,"(1.32, 0.16, 9.4)","(0.13962634015954636, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
477,"(0.04, 0.15, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
478,"(0.02, 0.18, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
479,"(0.02, 0.2, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
480,"(0.02, 0.19, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
481,"(1.3, 0.19, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
482,"(0.06, 0.16, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
483,"(0.02, 0.17, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
484,"(0.02, 0.17, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
485,"(0.03, 0.18, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
486,"(0.03, 0.18, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
487,"(0.02, 0.18, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
488,"(0.04, 0.17, 9.43)","(0.13962634015954636, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
489,"(0.02, 0.16, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
490,"(0.05, 0.18, 9.43)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
491,"(0.03, 0.17, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
492,"(0.04, 0.16, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
493,"(0.02, 0.17, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
494,"(0.02, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
495,"(1.31, 0.18, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
496,"(0.04, 0.16, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
497,"(0.02, 0.18, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
498,"(0.05, 0.21, 9.38)","(0.13962634015954636, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
499,"(0.04, 0.18, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
500,"(0.04, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
501,"(0.03, 0.15, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
502,"(0.04, 0.18, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
503,"(0.03, 0.19, 9.4)","(0.0, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
504,"(0.01, 0.17, 9.4)","(0.13962634015954636, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
505,"(0.01, 0.16, 9.43)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
506,"(0.02, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
507,"(0.04, 0.18, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
508,"(0.03, 0.16, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
509,"(0.04, 0.17, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
510,"(0.03, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
511,"(0.02, 0.17, 9.43)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
512,"(0.03, 0.21, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
513,"(0.04, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
514,"(0.04, 0.17, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
515,"(0.03, 0.17, 9.43)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
516,"(0.04, 0.17, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
517,"(0.05, 0.18, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
518,"(1.32, 0.17, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
519,"(1.31, 0.16, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
520,"(0.03, 0.16, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
521,"(0.03, 0.15, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
522,"(0.04, 0.14, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
